	NCIH596Sskp140h1_h0	NCIH596Sskp140h2_h0	NCIH596S3skp143hHGF1_h3	NCIH596S3skp143hHGF2_h3	NCIH596S6skp146hHGF1_h6	NCIH596S6skp146hHGF2_h6	NCIH596S12skp1412hHGF1_h12	NCIH596S12skp1412hHGF2_h12
NLRP2:ENSG00000022556	934	1238	675	979	768	1467	1111	607
SLC45A4:ENSG00000022567	472	648	372	502	382	737	694	368
RNF10:ENSG00000022840	1279	1598	981	1425	1018	1654	1204	727
ZNF839:ENSG00000022976	226	255	113	183	139	235	265	101
ZDHHC6:ENSG00000023041	629	907	545	757	680	1186	913	530
GRAMD1B:ENSG00000023171	17	36	72	77	51	122	23	14
RNH1:ENSG00000023191	2584	3407	1890	2930	2273	3947	2700	1835
NDUFS1:ENSG00000023228	1329	1710	940	1391	961	1629	1179	825
RB1CC1:ENSG00000023287	1207	1600	772	1047	548	956	853	484
ERP44:ENSG00000023318	1412	1705	982	1465	1072	2164	1407	974
ALAS1:ENSG00000023330	624	775	769	1022	889	1549	889	655
BIRC3:ENSG00000023445	230	246	164	262	150	292	161	122
AKAP11:ENSG00000023516	918	1115	658	900	790	1334	1356	530
GLRX2:ENSG00000023572	150	222	165	251	223	387	246	181
SNAPC1:ENSG00000023608	543	731	754	863	716	1439	710	502
DERA:ENSG00000023697	253	299	189	253	196	308	178	113
STRAP:ENSG00000023734	838	1238	1046	1453	1311	2405	1514	1146
ABCC2:ENSG00000023839	387	521	204	350	193	265	206	84
DEF6:ENSG00000023892	443	581	239	326	261	462	470	267
PLEKHO1:ENSG00000023902	27	36	19	26	19	40	24	26
GCLM:ENSG00000023909	376	504	458	712	439	767	365	204
UBR2:ENSG00000024048	1201	1550	593	848	532	1066	1120	488
EHD2:ENSG00000024422	8761	11347	7102	9769	7197	12528	10076	5416
DEPDC1:ENSG00000024526	963	1368	461	683	527	878	722	405
CCDC28A:ENSG00000024862	157	187	67	122	47	93	56	34
RRAGD:ENSG00000025039	11	10	6	10	8	11	10	4
HSF2:ENSG00000025156	176	261	115	128	131	199	214	126
PHF20:ENSG00000025293	1591	2120	1346	1860	1342	2448	2029	1091
HSD17B6:ENSG00000025423	22	20	10	14	5	15	12	5
NR1H3:ENSG00000025434	133	148	58	76	37	71	50	35
TYMP:ENSG00000025708	2392	2960	1818	2387	1661	3193	1443	1350
NCAPH2:ENSG00000025770	601	818	454	609	471	853	697	403
TOMM34:ENSG00000025772	1032	1258	1256	1682	1548	2777	1451	1138
SEC63:ENSG00000025796	1716	2094	1399	1930	1700	3423	3002	1633
KPNA6:ENSG00000025800	1715	2440	1597	2246	1717	3058	2471	1298
VIM:ENSG00000026025	15879	22813	15600	22602	20571	35422	30143	19635
RTEL1-TNFRSF6B:ENSG00000026036	686	985	379	570	456	646	1538	462
FAS:ENSG00000026103	577	742	546	799	579	1140	738	452
RNASET2:ENSG00000026297	148	236	115	178	125	273	199	115
CD44:ENSG00000026508	19675	26262	16625	24577	22798	45793	34461	19502
KCNG1:ENSG00000026559	164	207	117	138	139	347	189	131
AGPAT4:ENSG00000026652	619	807	958	1451	1720	2958	2969	1322
SLAMF7:ENSG00000026751	11	7	1	5	2	9	7	1
BTN3A1:ENSG00000026950	827	935	369	490	151	254	325	156
MIPEP:ENSG00000027001	149	163	86	138	107	170	107	86
PRKCH:ENSG00000027075	256	352	228	369	176	395	332	194
INSRR:ENSG00000027644	0	0	0	0	0	0	0	0
IFNGR1:ENSG00000027697	2899	3708	1893	2523	1502	2838	1841	1350
B4GALT7:ENSG00000027847	467	660	412	556	563	1028	734	458
SH2D2A:ENSG00000027869	1	1	4	6	4	11	4	5
VRK2:ENSG00000028116	305	389	253	355	236	454	363	215
TNFRSF1B:ENSG00000028137	99	107	99	119	93	202	93	62
VEZT:ENSG00000028203	754	990	646	910	815	1510	963	588
POU2F2:ENSG00000028277	3	9	4	9	2	6	4	3
BRD9:ENSG00000028310	1858	2802	1806	2692	2595	4398	3802	1573
SNX1:ENSG00000028528	1504	1953	1074	1578	1010	1700	1910	850
TBPL1:ENSG00000028839	132	205	126	171	129	230	127	92
ARNTL2:ENSG00000029153	538	812	904	1146	1452	2841	2330	1487
BCLAF1:ENSG00000029363	2662	3545	1997	2858	2177	3681	3412	1705
SLC39A9:ENSG00000029364	1940	2658	1364	2032	1587	2941	1853	1132
ANK1:ENSG00000029534	539	710	221	390	174	308	407	163
IBSP:ENSG00000029559	0	0	0	0	0	1	0	0
TFB1M:ENSG00000029639	78	95	32	50	50	91	96	52
RABEP1:ENSG00000029725	837	1126	922	1309	1047	2060	1511	809
HMGB3:ENSG00000029993	1466	1841	867	1308	880	1557	1407	928
NUP160:ENSG00000030066	1556	2003	1152	1772	1389	2503	2107	1123
BAK1:ENSG00000030110	2359	2834	2768	3809	2642	4902	2368	2128
MUSK:ENSG00000030304	0	0	0	0	0	0	0	0
IKZF2:ENSG00000030419	401	497	389	456	290	546	444	215
GRN:ENSG00000030582	6125	7539	4101	5916	4120	8755	5222	3523
FAM13B:ENSG00000031003	1337	1646	1003	1310	1066	1925	1367	665
ARHGAP31:ENSG00000031081	9	20	70	91	35	90	48	29
CENPQ:ENSG00000031691	430	580	212	291	224	430	472	280
SARS1:ENSG00000031698	1712	2205	1487	2244	1637	3065	1564	1219
RANBP3:ENSG00000031823	826	1127	670	953	870	1508	1215	658
ARID4A:ENSG00000032219	432	544	165	272	226	356	514	233
EIPR1:ENSG00000032389	396	528	264	407	339	566	369	346
PNPLA6:ENSG00000032444	1300	1635	741	1109	819	1468	1023	562
IFT88:ENSG00000032742	72	88	39	72	67	92	74	35
ALG1:ENSG00000033011	736	1010	572	820	800	1362	850	623
ZCCHC8:ENSG00000033030	402	571	251	361	315	515	503	230
ABCF2:ENSG00000033050	832	1164	1181	1752	1605	2909	1618	1036
CHPF2:ENSG00000033100	1879	2420	1609	2394	2193	3990	2917	1592
LRRC7:ENSG00000033122	9	15	7	11	5	10	7	3
FUT8:ENSG00000033170	327	449	219	347	287	624	357	257
UBA6:ENSG00000033178	1775	2405	1859	2442	2330	4175	4593	2206
GAB2:ENSG00000033327	21	45	21	24	9	21	22	8
ATP6V0A1:ENSG00000033627	670	886	661	958	724	1433	875	483
PIAS1:ENSG00000033800	764	876	442	605	455	771	749	410
SLC4A7:ENSG00000033867	533	699	873	1385	953	1722	1021	495
APBA2:ENSG00000034053	0	0	0	0	0	2	1	0
MAP2K3:ENSG00000034152	712	989	2214	2920	2033	3662	1503	939
EFCAB1:ENSG00000034239	14	27	15	13	11	26	21	17
TMSB10:ENSG00000034510	7463	9145	6960	9833	7821	14003	7811	7557
ASTE1:ENSG00000034533	211	263	151	278	203	358	219	144
RNF19A:ENSG00000034677	818	1085	560	911	607	965	1047	533
PEX3:ENSG00000034693	202	272	161	263	177	328	274	153
GABARAPL2:ENSG00000034713	587	736	501	677	504	911	567	394
MYOC:ENSG00000034971	0	0	0	0	0	0	0	0
SH3YL1:ENSG00000035115	536	716	304	491	346	674	548	288
FAM136A:ENSG00000035141	515	699	918	1277	1412	2853	1373	885
VCL:ENSG00000035403	3299	4530	6479	8488	6020	10915	6831	3657
DEPDC1B:ENSG00000035499	365	466	172	256	211	341	270	181
DAPK2:ENSG00000035664	396	484	193	282	142	244	366	144
NSMAF:ENSG00000035681	632	837	524	771	621	1064	709	452
ADSS2:ENSG00000035687	842	1146	1135	1581	1157	1997	1215	745
STAP1:ENSG00000035720	0	0	0	0	0	0	0	0
TIMP2:ENSG00000035862	3556	4479	2718	3588	2493	4728	3181	1922
RFC1:ENSG00000035928	1452	1953	972	1377	1120	2006	2076	1076
TBC1D23:ENSG00000036054	1095	1410	868	1171	851	1574	1410	854
CUL3:ENSG00000036257	850	1101	800	1149	800	1452	934	591
MYOM2:ENSG00000036448	4	1	2	1	1	1	1	0
OTC:ENSG00000036473	0	0	0	0	0	0	0	0
CYP46A1:ENSG00000036530	39	53	16	19	12	27	53	4
AC118549.1:ENSG00000036549	1070	1425	944	1337	1043	1794	1297	695
SLC18A1:ENSG00000036565	0	0	0	0	0	0	0	0
USP2:ENSG00000036672	35	35	10	22	10	27	39	18
CASR:ENSG00000036828	0	0	0	0	0	0	0	0
TUBG2:ENSG00000037042	392	481	236	391	290	401	467	192
RPL26L1:ENSG00000037241	378	522	365	563	458	768	421	365
FLT4:ENSG00000037280	3	1	3	2	0	2	2	1
NSUN2:ENSG00000037474	2244	3137	3440	4906	4740	8112	5679	2837
FBXO42:ENSG00000037637	610	810	380	527	395	681	616	353
MFAP3:ENSG00000037749	807	1110	725	1019	871	1700	1182	651
MRI1:ENSG00000037757	376	569	260	473	329	585	695	292
METTL1:ENSG00000037897	164	228	234	321	320	563	252	148
HOXC8:ENSG00000037965	5	5	2	5	2	5	18	3
AGA:ENSG00000038002	381	438	297	372	247	501	284	213
PI4K2B:ENSG00000038210	837	1150	602	874	811	1358	1144	714
BOD1L1:ENSG00000038219	1433	1778	991	1489	1118	1939	2612	868
MAT2B:ENSG00000038274	1686	2020	892	1250	685	1177	801	543
TLL1:ENSG00000038295	361	467	276	383	304	594	486	232
EDC4:ENSG00000038358	952	1290	719	1178	969	1603	1649	681
TRIO:ENSG00000038382	2465	3500	3025	4203	3082	5591	7086	2371
VCAN:ENSG00000038427	8	5	0	4	4	10	21	1
CLEC16A:ENSG00000038532	675	900	466	693	524	1094	877	453
MSR1:ENSG00000038945	0	0	0	0	0	0	0	0
CDH1:ENSG00000039068	1682	1978	1253	1779	1260	2907	1713	870
MTREX:ENSG00000039123	1272	1687	1112	1557	1417	2545	2006	1117
DNAH5:ENSG00000039139	21	34	12	23	16	48	38	16
ZFYVE16:ENSG00000039319	872	1120	715	1076	674	1213	1222	565
RIPOR1:ENSG00000039523	810	1000	772	1105	755	1344	1393	648
C6:ENSG00000039537	0	0	1	1	0	2	1	0
RAI14:ENSG00000039560	1586	2257	2972	3903	3507	6350	4988	2678
SOX30:ENSG00000039600	0	1	1	1	0	1	1	0
PNKP:ENSG00000039650	648	974	438	772	614	1010	1227	422
BEST2:ENSG00000039987	2	1	0	1	0	0	1	0
PHLPP2:ENSG00000040199	534	701	514	780	502	805	956	361
SPDL1:ENSG00000040275	631	914	566	869	833	1480	1500	692
STAU2:ENSG00000040341	447	512	249	352	144	300	215	147
SLC66A1:ENSG00000040487	285	321	255	403	317	579	377	256
CTNS:ENSG00000040531	220	296	177	241	259	587	303	183
RTN4R:ENSG00000040608	131	215	118	181	114	188	197	99
PHF23:ENSG00000040633	509	656	661	1078	608	1181	665	517
CDH10:ENSG00000040731	80	121	45	67	24	49	100	43
INPP4A:ENSG00000040933	342	468	223	401	303	486	569	227
RAB27B:ENSG00000041353	745	1016	411	541	455	818	998	616
PSMA4:ENSG00000041357	1959	2516	1616	2408	1805	3107	1995	1446
MYO16:ENSG00000041515	1	1	0	0	0	1	0	0
LSG1:ENSG00000041802	1132	1489	1327	1892	1665	2976	1749	1048
PARP3:ENSG00000041880	458	589	312	473	357	628	463	272
TNC:ENSG00000041982	2366	3321	1829	2729	2788	5829	7985	3501
THAP3:ENSG00000041988	136	164	115	120	132	234	166	119
RIPOR3:ENSG00000042062	2	1	1	4	1	0	1	0
TDP1:ENSG00000042088	305	390	160	230	161	294	297	183
AIFM2:ENSG00000042286	365	471	319	418	376	514	429	217
C2orf83:ENSG00000042304	0	0	0	0	0	0	0	0
SPATA7:ENSG00000042317	77	97	19	32	34	58	57	37
MED17:ENSG00000042429	446	608	526	762	594	1011	639	377
RETSAT:ENSG00000042445	2236	2854	1349	2195	1508	2722	2101	1220
CAPG:ENSG00000042493	1556	1985	1088	1671	1241	2000	1080	917
AP2S1:ENSG00000042753	1297	1685	1141	1606	1273	2325	1225	1153
USH2A:ENSG00000042781	0	0	1	0	0	0	0	0
ZPBP:ENSG00000042813	0	0	0	0	0	0	0	0
TG:ENSG00000042832	4	6	4	2	0	3	2	2
ADAM28:ENSG00000042980	10	19	5	8	2	7	3	1
BARX2:ENSG00000043039	59	71	62	79	49	131	83	86
DCUN1D1:ENSG00000043093	1119	1498	845	1236	859	1422	1263	710
JADE2:ENSG00000043143	1673	1939	748	1090	572	1015	1625	877
ZIC2:ENSG00000043355	127	175	153	258	155	298	263	128
LCP2:ENSG00000043462	1	0	0	0	0	0	0	0
TRIT1:ENSG00000043514	257	364	233	355	268	519	386	212
ADRB1:ENSG00000043591	46	62	25	36	23	42	58	33
GUCA2B:ENSG00000044012	0	0	0	0	0	0	0	0
CUL7:ENSG00000044090	761	1083	509	774	464	864	929	366
CTNNA1:ENSG00000044115	6216	8179	6104	8717	6103	11156	7684	4532
PHKA2:ENSG00000044446	572	802	315	547	439	721	1117	367
CNTLN:ENSG00000044459	290	386	175	245	178	274	295	139
EPHA3:ENSG00000044524	11	25	8	15	8	29	18	9
HSPA5:ENSG00000044574	21059	24374	19476	27416	20330	40393	18572	13031
DSG2:ENSG00000046604	4496	5958	3078	4026	3187	5829	5876	3103
GEMIN8:ENSG00000046647	155	176	95	128	68	130	72	58
OFD1:ENSG00000046651	561	658	384	532	430	807	722	399
GPM6B:ENSG00000046653	12	25	21	17	27	49	52	36
MAGEC2:ENSG00000046774	0	0	0	0	0	2	0	0
PREX2:ENSG00000046889	0	0	0	0	0	0	0	0
WDR37:ENSG00000047056	552	717	366	608	471	882	784	370
YTHDC2:ENSG00000047188	851	1203	639	958	810	1225	1457	569
CTPS2:ENSG00000047230	195	284	87	154	90	156	193	116
ATP6V1H:ENSG00000047249	807	1086	671	976	775	1414	882	666
POLR2B:ENSG00000047315	2007	2832	1820	2881	2169	3786	3010	1711
FAM214A:ENSG00000047346	749	956	204	320	184	346	602	284
ARAP2:ENSG00000047365	272	382	355	487	250	437	314	169
TPR:ENSG00000047410	4469	6078	3367	5198	3194	5673	6886	2338
CP:ENSG00000047457	235	327	175	244	100	248	133	88
KIAA0556:ENSG00000047578	496	654	245	386	326	587	539	223
DTNBP1:ENSG00000047579	117	150	78	125	91	194	107	68
XK:ENSG00000047597	132	153	91	149	107	148	131	66
ANO2:ENSG00000047617	0	0	0	0	0	0	0	0
C12orf4:ENSG00000047621	189	223	175	234	186	376	255	166
SCML1:ENSG00000047634	426	635	378	605	402	666	816	296
WWC3:ENSG00000047644	668	890	768	1037	875	1527	1280	544
ARHGAP6:ENSG00000047648	1	0	0	1	1	3	2	0
FAM184B:ENSG00000047662	3	2	2	1	1	1	4	1
MAP4:ENSG00000047849	4373	5598	3071	4373	3073	5378	5613	2539
GOPC:ENSG00000047932	491	698	512	776	536	974	750	452
ROS1:ENSG00000047936	0	0	0	0	0	1	0	0
USP28:ENSG00000048028	618	778	319	449	283	527	461	303
HDAC9:ENSG00000048052	347	419	417	583	411	648	522	257
TSPAN17:ENSG00000048140	732	942	589	900	655	1193	983	636
NOP16:ENSG00000048162	414	506	930	1391	1075	1817	800	596
CC2D2A:ENSG00000048342	155	216	112	146	119	187	179	105
RRM2B:ENSG00000048392	688	848	436	629	399	638	545	347
ZNF800:ENSG00000048405	308	413	450	613	346	632	514	208
TNFRSF17:ENSG00000048462	0	0	0	0	0	0	2	0
SNX29:ENSG00000048471	416	519	241	405	378	739	683	357
LMO3:ENSG00000048540	1	0	0	0	0	0	1	0
MRPS10:ENSG00000048544	1186	1495	992	1355	1126	1992	1254	939
GUCA1A:ENSG00000048545	0	0	0	0	0	0	0	0
RSF1:ENSG00000048649	1417	1935	951	1431	891	1660	1735	804
VPS13D:ENSG00000048707	2086	2651	1332	1929	1295	2364	2646	999
CELF2:ENSG00000048740	312	437	404	506	453	798	764	366
FAM120A:ENSG00000048828	4155	5677	3346	4910	4136	7161	6742	3482
R3HDM1:ENSG00000048991	775	1040	557	815	637	1110	1148	555
COL9A2:ENSG00000049089	21	22	16	11	6	14	8	5
KITLG:ENSG00000049130	3907	4901	2983	3970	2930	5370	3859	2314
ERCC8:ENSG00000049167	168	225	179	252	225	434	306	198
ADAMTS6:ENSG00000049192	13	7	4	4	8	11	16	2
H6PD:ENSG00000049239	1174	1594	735	1070	772	1628	1272	607
VAMP3:ENSG00000049245	2274	2985	2131	2909	2295	3839	2384	1791
PER3:ENSG00000049246	1448	2062	860	1284	660	1230	690	317
UTS2:ENSG00000049247	0	1	0	0	0	0	1	0
TNFRSF9:ENSG00000049249	4	6	0	4	4	4	3	4
EPN3:ENSG00000049283	73	100	18	27	13	18	42	22
LTBP1:ENSG00000049323	2513	3227	1794	2418	1479	3295	1733	900
RCN1:ENSG00000049449	4446	5632	3655	5111	3904	7802	4085	2885
ELN:ENSG00000049540	10	5	6	7	4	7	0	3
RFC2:ENSG00000049541	511	696	406	622	487	828	512	444
ARID1B:ENSG00000049618	955	1227	463	702	542	900	1091	435
CLPTM1L:ENSG00000049656	3764	4942	3294	4774	4309	8416	5154	3419
NEDD4L:ENSG00000049759	290	383	538	773	433	761	554	267
FOXP3:ENSG00000049768	7	5	2	2	0	0	0	0
PPP1R3F:ENSG00000049769	243	308	202	360	276	454	360	208
HEXB:ENSG00000049860	2854	3796	2074	3064	2466	4786	2789	2065
PTCD2:ENSG00000049883	309	435	192	258	214	419	368	193
NEXMIF:ENSG00000050030	0	0	0	0	1	0	0	0
JKAMP:ENSG00000050130	713	938	574	827	644	1176	840	554
DKK3:ENSG00000050165	13	17	12	15	9	33	17	18
ARHGEF5:ENSG00000050327	950	1230	830	1258	847	1590	1358	627
NFE2L3:ENSG00000050344	211	323	177	220	145	314	166	152
MCUR1:ENSG00000050393	502	748	650	837	683	1192	699	472
LIMA1:ENSG00000050405	3471	4901	4904	6557	5594	11102	5838	3744
LETMD1:ENSG00000050426	422	601	220	362	283	474	599	239
SLC4A8:ENSG00000050438	2	2	1	4	3	15	8	5
LAMC3:ENSG00000050555	1	4	0	5	3	5	5	1
PTGER3:ENSG00000050628	2	1	1	2	1	2	1	0
TNIP3:ENSG00000050730	5	10	13	14	11	23	13	12
MAPK9:ENSG00000050748	768	952	644	832	683	1254	1013	591
COL23A1:ENSG00000050767	460	576	427	595	400	661	391	288
BCAR1:ENSG00000050820	1954	2575	2990	4286	3119	5288	4135	2240
FAM160A2:ENSG00000051009	457	652	305	495	411	632	594	280
HERPUD1:ENSG00000051108	1337	1599	709	971	613	1161	754	513
HOMER3:ENSG00000051128	1230	1771	989	1379	1478	2556	1645	1261
RAD51:ENSG00000051180	148	233	111	159	93	154	141	102
POLQ:ENSG00000051341	536	768	276	399	293	509	642	268
PIK3CB:ENSG00000051382	1055	1368	750	1066	796	1426	1480	808
CYBA:ENSG00000051523	960	1271	691	1031	764	1395	756	664
THOC3:ENSG00000051596	955	1270	852	1137	858	1476	856	682
HEBP2:ENSG00000051620	399	520	332	485	339	627	395	320
MPHOSPH9:ENSG00000051825	432	652	215	365	241	396	528	220
PLEKHA5:ENSG00000052126	344	408	229	346	403	718	710	378
PRSS8:ENSG00000052344	514	556	191	270	163	395	367	294
SIKE1:ENSG00000052723	405	541	367	498	406	725	610	325
RRP12:ENSG00000052749	618	902	1436	2169	2017	3719	1806	998
FNIP2:ENSG00000052795	235	297	239	329	299	527	477	212
MSMO1:ENSG00000052802	3238	3976	3111	4436	3197	5263	3549	2529
TTC17:ENSG00000052841	1344	1742	974	1582	1136	2024	1591	795
ALX4:ENSG00000052850	1	0	0	0	1	1	0	0
FSTL4:ENSG00000053108	23	64	27	35	22	47	18	12
FOXN3:ENSG00000053254	693	828	395	566	279	529	682	379
METTL24:ENSG00000053328	0	0	0	0	0	0	0	0
AKR7A2:ENSG00000053371	615	864	460	728	576	873	475	376
MRTO4:ENSG00000053372	723	947	967	1432	1488	2745	1178	1073
NNAT:ENSG00000053438	1	2	0	0	0	0	0	0
USE1:ENSG00000053501	160	184	136	199	178	282	132	106
MCF2L2:ENSG00000053524	3	9	1	2	1	7	5	2
NRIP2:ENSG00000053702	0	0	0	0	0	0	0	0
LAMA3:ENSG00000053747	4801	6418	3405	4774	3443	7552	5867	2710
AP5M1:ENSG00000053770	837	1104	568	810	597	976	972	528
ANAPC4:ENSG00000053900	456	578	335	500	388	750	620	318
KCNQ1:ENSG00000053918	4	9	1	8	4	7	5	3
TRAPPC3:ENSG00000054116	857	1156	785	1030	897	1698	1089	763
THRAP3:ENSG00000054118	2087	2792	1246	1838	1400	2448	2667	1214
PHPT1:ENSG00000054148	536	742	447	569	459	757	419	343
ENTPD2:ENSG00000054179	65	88	53	52	57	102	81	38
LY75:ENSG00000054219	82	103	67	85	73	152	128	56
ARID4B:ENSG00000054267	1140	1530	723	1116	698	1344	1423	644
OPN3:ENSG00000054277	656	863	633	822	695	1219	879	619
SDCCAG8:ENSG00000054282	270	370	176	249	242	432	366	223
PTPRN:ENSG00000054356	0	0	0	0	0	0	0	0
HHAT:ENSG00000054392	191	250	112	172	98	168	78	44
KIF1B:ENSG00000054523	1197	1634	957	1382	904	1385	2081	940
FOXC1:ENSG00000054598	240	322	443	542	322	537	316	190
TBC1D22A:ENSG00000054611	327	413	209	309	196	392	268	189
SYNE2:ENSG00000054654	5945	8366	3542	5029	2196	4034	6636	2190
PLEKHH1:ENSG00000054690	341	478	156	219	167	343	470	139
ATP9A:ENSG00000054793	2717	3321	2223	2999	1672	3013	2504	1184
SPO11:ENSG00000054796	0	0	0	0	0	0	0	0
CBLN4:ENSG00000054803	0	0	0	0	0	0	0	0
CHRDL2:ENSG00000054938	0	0	0	0	0	0	0	0
FAM168A:ENSG00000054965	1407	1788	769	1131	723	1244	1605	713
RELT:ENSG00000054967	176	248	326	525	348	590	590	255
GALC:ENSG00000054983	921	1104	707	1053	767	1343	812	528
NOP58:ENSG00000055044	1614	2256	2204	2932	2526	4810	2904	1643
SZRD1:ENSG00000055070	2245	2916	2022	2862	2310	4083	2382	1772
KCNH2:ENSG00000055118	3	5	2	3	1	6	2	0
CUL1:ENSG00000055130	889	1150	946	1338	980	1735	1141	792
FAM114A2:ENSG00000055147	244	381	231	273	220	424	295	165
CYFIP2:ENSG00000055163	6	11	8	10	4	4	3	0
TAB2:ENSG00000055208	1198	1599	923	1283	941	1718	1522	976
GINM1:ENSG00000055211	635	751	473	592	447	854	534	403
EIF2AK2:ENSG00000055332	5083	5854	3102	3960	2918	5594	3782	2216
USP36:ENSG00000055483	803	1098	1525	2180	1451	2675	1826	725
KMT2C:ENSG00000055609	1268	1737	826	1296	819	1439	2471	716
MCOLN3:ENSG00000055732	167	232	79	146	73	124	241	69
CCDC85A:ENSG00000055813	161	206	62	136	89	163	94	65
PUM2:ENSG00000055917	2086	2747	1471	2101	1694	2893	2290	1308
MRPL43:ENSG00000055950	497	596	403	602	437	755	379	332
ITIH4:ENSG00000055955	0	0	0	0	0	0	2	2
ITIH1:ENSG00000055957	0	0	0	0	0	0	0	0
HPF1:ENSG00000056050	233	274	138	200	171	262	227	156
ZFR:ENSG00000056097	2928	3640	2385	3578	2766	4892	3276	1892
ZNF280C:ENSG00000056277	108	158	120	191	156	258	214	74
NPFFR2:ENSG00000056291	1	1	0	1	2	9	4	4
PHF21B:ENSG00000056487	2	2	1	4	2	4	4	2
TRAF1:ENSG00000056558	265	358	78	112	89	142	261	108
RC3H2:ENSG00000056586	1409	1812	1356	1891	1438	2568	2132	1087
IL17RB:ENSG00000056736	0	1	0	1	0	0	0	0
TRAF3IP2:ENSG00000056972	420	502	205	304	336	603	475	283
GYG2:ENSG00000056998	1	0	0	1	0	0	2	1
DCBLD2:ENSG00000057019	6225	8980	11167	15766	17326	31319	23485	11114
SERPINB3:ENSG00000057149	6	2	6	3	8	9	9	6
SOAT1:ENSG00000057252	1781	2444	1432	2073	1811	3459	2824	1688
PKP2:ENSG00000057294	673	935	1421	1969	1146	2164	1126	704
MSH4:ENSG00000057468	1	0	0	2	1	0	0	0
F7:ENSG00000057593	0	0	0	0	0	0	0	0
GDI2:ENSG00000057608	2301	3125	2227	3265	2587	4835	2756	2129
PRDM1:ENSG00000057657	61	105	79	87	87	159	51	23
ATG5:ENSG00000057663	303	412	231	408	305	552	296	254
TMCC3:ENSG00000057704	236	269	345	500	396	780	435	238
PITHD1:ENSG00000057757	416	569	422	607	475	835	589	394
MTA3:ENSG00000057935	552	737	330	503	332	541	476	257
USP13:ENSG00000058056	321	521	229	364	280	510	525	262
ATP11B:ENSG00000058063	2410	3029	1832	2519	1906	3575	3293	1739
LAMC2:ENSG00000058085	14646	19492	15647	20872	22675	46191	43136	23052
CDK14:ENSG00000058091	323	354	215	305	209	362	416	280
SEC61A1:ENSG00000058262	12235	15742	10040	14718	13663	26540	18599	11644
PPP1R12A:ENSG00000058272	1038	1394	887	1318	967	1716	1571	814
RASGRF1:ENSG00000058335	49	62	43	42	39	75	40	21
CAMK2B:ENSG00000058404	48	93	68	110	151	263	342	136
CROCC:ENSG00000058453	370	498	161	218	140	228	395	101
POLR3E:ENSG00000058600	627	823	528	849	780	1305	1280	551
ATP2B4:ENSG00000058668	10152	12746	6469	9392	6679	12114	11527	4912
ZC3H11A:ENSG00000058673	5599	7564	3906	5641	4073	7427	6840	3305
RIOK2:ENSG00000058729	442	615	654	923	694	1213	875	459
YIPF1:ENSG00000058799	307	382	185	254	186	417	227	158
NDC1:ENSG00000058804	779	1098	592	883	834	1496	1040	665
DGKG:ENSG00000058866	12	9	6	11	4	8	5	3
FLYWCH1:ENSG00000059122	2108	2868	1236	1878	1111	1701	1791	758
UNKL:ENSG00000059145	363	501	143	258	231	331	467	176
TBXAS1:ENSG00000059377	14	11	4	17	11	14	17	10
PARP12:ENSG00000059378	1011	1203	692	1014	919	1691	1112	575
ALDH18A1:ENSG00000059573	1031	1410	1102	1499	1280	2428	1628	1087
TARBP1:ENSG00000059588	1205	1775	725	1103	998	1633	2192	821
GATB:ENSG00000059691	408	486	252	347	275	367	244	130
MXD1:ENSG00000059728	824	942	539	738	636	1186	1131	509
CDK17:ENSG00000059758	325	412	440	726	524	900	477	282
DNAJC25:ENSG00000059769	305	373	259	383	311	549	371	211
SLC2A3:ENSG00000059804	0	0	0	1	0	0	0	0
PSD:ENSG00000059915	7	5	1	3	0	0	5	1
CTDP1:ENSG00000060069	121	146	86	133	110	210	153	83
YBX3:ENSG00000060138	2372	3123	2013	2826	1953	3624	2233	1559
STYK1:ENSG00000060140	102	108	27	65	33	81	107	62
WNK1:ENSG00000060237	3159	3981	2017	2836	1858	3360	4002	1580
RPS17P5:ENSG00000060303	0	0	0	0	0	0	0	0
CCAR1:ENSG00000060339	1358	1871	867	1382	1141	1940	1971	1006
OGFR:ENSG00000060491	2851	3471	2224	3400	2586	4536	2992	1766
GNA15:ENSG00000060558	518	773	793	1165	885	1712	867	824
CREB3L3:ENSG00000060566	0	0	0	0	0	1	0	0
PIGV:ENSG00000060642	357	439	165	294	155	322	196	116
PTPRU:ENSG00000060656	1469	1836	896	1120	861	1712	1376	750
SNRNP40:ENSG00000060688	552	776	442	651	642	1082	673	539
RIMBP2:ENSG00000060709	0	0	0	0	0	0	0	0
COL11A1:ENSG00000060718	0	0	0	0	0	2	0	0
QSER1:ENSG00000060749	1530	2034	1472	2127	1414	2480	2471	998
MPC1:ENSG00000060762	131	151	104	158	123	179	98	86
ACAA1:ENSG00000060971	316	454	260	448	366	551	434	257
BCAT1:ENSG00000060982	60	77	50	75	47	122	49	32
HDAC7:ENSG00000061273	1318	1848	1079	1635	1048	1965	2519	957
LZTS1:ENSG00000061337	29	44	14	8	18	36	30	26
PRDM6:ENSG00000061455	38	75	33	56	29	39	82	23
WNT8A:ENSG00000061492	0	0	0	0	0	0	0	0
SPAG4:ENSG00000061656	62	69	40	44	32	60	76	23
NCKAP1:ENSG00000061676	4302	5697	3532	4860	3938	6856	5965	3530
MRPS35:ENSG00000061794	442	584	471	635	590	1019	621	447
GUCY1B1:ENSG00000061918	25	36	19	24	11	26	16	11
