	EBC1SAMP0h1_h0	EBC1SAMP0h2_h0	EBC1S3AMP3hHGF1_h3	EBC1S3AMP3hHGF2_h3	EBC1S6AMP6hHGF1_h6	EBC1S6AMP6hHGF2_h6	EBC1S12AMP12hHGF1_h12	EBC1S12AMP12hHGF2_h12
RTF2:ENSG00000022277	2601	2494	2159	2874	3291	2759	3010	5067
GABRA1:ENSG00000022355	0	0	0	0	0	0	0	0
NLRP2:ENSG00000022556	1	6	3	4	1	1	0	4
SLC45A4:ENSG00000022567	235	238	350	470	590	486	417	715
RNF10:ENSG00000022840	7943	7906	6705	8948	10938	9193	10739	17351
ZNF839:ENSG00000022976	282	298	191	212	305	197	188	366
ZDHHC6:ENSG00000023041	421	328	285	325	444	432	354	594
GRAMD1B:ENSG00000023171	0	0	0	0	0	0	0	1
RNH1:ENSG00000023191	1113	1129	987	1303	1506	1233	1312	2327
NDUFS1:ENSG00000023228	1004	929	795	1042	1197	997	1113	1831
RB1CC1:ENSG00000023287	4637	4367	3690	4316	5848	5113	4840	7893
ERP44:ENSG00000023318	1062	1034	937	1165	1482	1344	1264	2099
ALAS1:ENSG00000023330	621	618	679	939	1057	883	927	1478
BIRC3:ENSG00000023445	918	922	1139	1306	1799	1420	940	1709
AKAP11:ENSG00000023516	450	533	327	395	536	464	384	641
GLRX2:ENSG00000023572	106	93	99	117	143	137	120	230
SNAPC1:ENSG00000023608	1208	1012	1163	1327	1895	1611	1754	3182
DERA:ENSG00000023697	715	648	604	711	666	497	494	815
STRAP:ENSG00000023734	3629	3686	3309	4049	4876	4191	5035	8049
ABCC2:ENSG00000023839	51	54	36	51	87	84	84	153
DEF6:ENSG00000023892	40	31	25	36	27	26	20	45
PLEKHO1:ENSG00000023902	4	1	2	1	4	4	7	9
GCLM:ENSG00000023909	808	815	1020	1281	1324	1308	1210	2276
UBR2:ENSG00000024048	1908	1867	1560	1956	2835	2385	2316	3820
EHD2:ENSG00000024422	352	466	269	379	394	356	388	571
DEPDC1:ENSG00000024526	109	102	102	100	104	89	85	101
CCDC28A:ENSG00000024862	293	249	256	322	325	280	271	471
RRAGD:ENSG00000025039	80	66	63	86	96	86	108	189
HSF2:ENSG00000025156	185	148	111	152	171	162	190	318
PHF20:ENSG00000025293	605	551	390	562	573	497	563	927
HSD17B6:ENSG00000025423	2	2	3	2	5	5	3	2
NR1H3:ENSG00000025434	61	73	45	77	82	69	93	148
TYMP:ENSG00000025708	25	23	6	11	10	19	7	13
NCAPH2:ENSG00000025770	349	327	266	364	341	285	271	504
TOMM34:ENSG00000025772	2499	2530	2439	3204	4525	3809	5218	8260
SEC63:ENSG00000025796	797	842	719	809	1055	919	1006	1649
KPNA6:ENSG00000025800	1132	1166	743	956	1442	1228	992	1760
VIM:ENSG00000026025	3311	3313	2328	2916	3731	3510	4189	6618
RTEL1-TNFRSF6B:ENSG00000026036	82	66	44	52	86	53	33	70
FAS:ENSG00000026103	47	51	29	30	53	30	31	50
RNASET2:ENSG00000026297	68	58	38	52	60	72	39	73
CD44:ENSG00000026508	1215	1269	663	864	1599	1462	1621	2841
KCNG1:ENSG00000026559	0	0	0	0	1	0	0	0
AGPAT4:ENSG00000026652	45	49	23	27	34	27	25	73
SLAMF7:ENSG00000026751	0	1	1	1	0	0	0	3
BTN3A1:ENSG00000026950	292	329	152	234	192	155	95	175
MIPEP:ENSG00000027001	169	160	131	170	196	175	198	311
PRKCH:ENSG00000027075	264	236	148	197	195	186	150	267
INSRR:ENSG00000027644	0	0	0	0	0	0	0	0
IFNGR1:ENSG00000027697	688	635	436	536	690	592	459	884
B4GALT7:ENSG00000027847	265	269	241	262	307	291	272	491
SH2D2A:ENSG00000027869	2	0	1	1	0	3	0	3
VRK2:ENSG00000028116	136	147	99	123	118	110	84	136
TNFRSF1B:ENSG00000028137	25	40	34	58	57	45	32	90
VEZT:ENSG00000028203	2302	2075	1856	2312	3090	2608	2346	4198
POU2F2:ENSG00000028277	13	9	25	26	112	127	60	71
BRD9:ENSG00000028310	1004	964	771	935	1329	1147	877	1690
SNX1:ENSG00000028528	2365	2206	1608	2049	2617	2351	2049	3611
TBPL1:ENSG00000028839	232	192	231	266	323	273	286	511
ARNTL2:ENSG00000029153	2797	2900	2331	2769	3728	3342	3492	5758
BCLAF1:ENSG00000029363	4755	4594	4477	5379	7200	6525	6088	10421
SLC39A9:ENSG00000029364	1031	929	851	1167	1391	1129	1274	2041
ANK1:ENSG00000029534	1	1	1	0	2	0	0	1
IBSP:ENSG00000029559	0	0	0	0	0	0	0	0
TFB1M:ENSG00000029639	51	37	40	32	35	31	26	55
RABEP1:ENSG00000029725	876	885	774	918	1409	1222	1298	2184
HMGB3:ENSG00000029993	903	821	807	974	1059	902	962	1746
NUP160:ENSG00000030066	2944	2853	2387	3195	4321	3885	3923	6692
BAK1:ENSG00000030110	706	753	552	655	951	745	820	1391
MUSK:ENSG00000030304	0	0	0	0	0	0	0	0
IKZF2:ENSG00000030419	252	268	135	153	115	79	76	140
GRN:ENSG00000030582	3152	3528	2170	3195	3908	3489	2700	4909
FAM13B:ENSG00000031003	1563	1519	1451	1755	1942	1603	1666	2731
ARHGAP31:ENSG00000031081	1	2	3	4	1	5	4	7
CENPQ:ENSG00000031691	61	59	52	51	70	55	49	80
SARS1:ENSG00000031698	5401	5262	4374	5752	5927	5073	5571	9255
RANBP3:ENSG00000031823	407	443	312	432	451	412	461	753
ARID4A:ENSG00000032219	1277	1227	1379	1675	2469	2058	1885	3234
EIPR1:ENSG00000032389	181	182	109	139	133	108	94	161
PNPLA6:ENSG00000032444	291	325	159	244	240	213	168	273
IFT88:ENSG00000032742	245	243	247	295	481	437	388	654
ALG1:ENSG00000033011	261	285	179	228	235	213	181	355
ZCCHC8:ENSG00000033030	2242	2074	2100	2662	3624	3006	3257	5465
ABCF2:ENSG00000033050	1291	1206	893	1143	1505	1286	1382	2608
CHPF2:ENSG00000033100	830	937	835	991	1213	1103	1206	1970
LRRC7:ENSG00000033122	0	0	0	0	0	1	0	0
FUT8:ENSG00000033170	1498	1537	777	1079	986	850	672	1230
UBA6:ENSG00000033178	985	1014	827	866	1033	921	785	1251
GAB2:ENSG00000033327	458	476	238	329	294	288	188	305
ATP6V0A1:ENSG00000033627	1942	2123	1746	2273	3415	3081	2951	4629
PIAS1:ENSG00000033800	1152	1134	942	1234	1651	1515	1397	2409
SLC4A7:ENSG00000033867	1327	1298	1669	2043	3754	3371	2515	4346
APBA2:ENSG00000034053	30	30	29	36	47	30	39	62
MAP2K3:ENSG00000034152	3963	4228	4328	6168	7725	6639	7021	11494
EFCAB1:ENSG00000034239	0	0	0	0	0	0	0	0
TMSB10:ENSG00000034510	2893	2794	3104	3999	4560	3773	4161	7011
ASTE1:ENSG00000034533	156	132	101	115	160	144	112	198
RNF19A:ENSG00000034677	905	945	1434	1750	2294	1850	1411	2373
PEX3:ENSG00000034693	346	368	303	424	549	484	514	949
GABARAPL2:ENSG00000034713	2506	2311	2018	2668	3148	2697	2906	4811
MYOC:ENSG00000034971	0	0	0	0	0	0	0	0
SH3YL1:ENSG00000035115	111	109	84	88	85	81	72	103
FAM136A:ENSG00000035141	379	372	288	359	399	334	392	669
VCL:ENSG00000035403	7102	7402	9179	12220	14303	12399	9528	15802
DEPDC1B:ENSG00000035499	77	62	100	103	129	120	80	123
DAPK2:ENSG00000035664	48	58	28	41	37	28	18	36
NSMAF:ENSG00000035681	667	602	530	603	750	596	701	1287
ADSS2:ENSG00000035687	542	502	386	450	527	468	395	688
STAP1:ENSG00000035720	0	0	0	0	0	0	0	0
TIMP2:ENSG00000035862	1663	1676	1369	1900	1976	1708	1642	2683
RFC1:ENSG00000035928	1037	1078	1092	1341	1648	1397	1504	2571
TBC1D23:ENSG00000036054	1657	1586	1372	1657	2225	1983	2137	3569
CUL3:ENSG00000036257	1391	1316	1223	1533	1869	1608	1645	2946
MYOM2:ENSG00000036448	51	56	55	59	73	46	60	95
OTC:ENSG00000036473	0	0	0	0	0	0	0	0
CYP46A1:ENSG00000036530	2	2	0	1	5	1	3	8
AC118549.1:ENSG00000036549	1480	1458	1201	1447	1914	1679	1803	3059
SLC18A1:ENSG00000036565	0	0	0	0	0	0	0	0
USP2:ENSG00000036672	8	7	10	13	8	7	3	13
CASR:ENSG00000036828	0	0	0	0	0	0	0	0
TUBG2:ENSG00000037042	65	69	36	40	42	35	37	74
RPL26L1:ENSG00000037241	219	197	155	246	266	222	246	475
FLT4:ENSG00000037280	0	0	0	0	0	0	0	0
NSUN2:ENSG00000037474	3100	3097	3399	4180	5593	4747	5243	9156
FBXO42:ENSG00000037637	551	548	263	356	459	423	424	692
MFAP3:ENSG00000037749	862	926	720	984	1382	1314	1177	1892
MRI1:ENSG00000037757	46	28	27	38	48	33	42	60
METTL1:ENSG00000037897	256	240	267	357	471	379	466	915
HOXC8:ENSG00000037965	11	13	5	10	14	12	9	21
AGA:ENSG00000038002	167	151	119	156	190	182	164	305
PI4K2B:ENSG00000038210	109	101	88	110	111	97	97	141
BOD1L1:ENSG00000038219	1958	1896	1594	1902	2906	2549	2599	4307
MAT2B:ENSG00000038274	880	807	608	799	887	748	695	1155
TLL1:ENSG00000038295	0	0	0	0	0	1	0	0
EDC4:ENSG00000038358	2516	2799	2079	2761	3895	3351	3384	5807
TRIO:ENSG00000038382	6179	6282	3832	5386	7060	6156	6683	11350
VCAN:ENSG00000038427	27	18	18	16	41	22	14	29
CLEC16A:ENSG00000038532	293	339	191	256	248	245	213	439
MSR1:ENSG00000038945	1	0	0	1	1	0	0	0
CDH1:ENSG00000039068	15217	16402	11892	16722	21041	19251	15087	25379
MTREX:ENSG00000039123	1281	1303	1033	1309	1836	1569	1562	2665
DNAH5:ENSG00000039139	114	103	74	96	106	82	85	148
ZFYVE16:ENSG00000039319	960	895	867	996	1257	1185	1091	1756
RIPOR1:ENSG00000039523	1926	2067	1304	1759	1904	1644	1426	2095
C6:ENSG00000039537	0	0	0	0	0	0	0	0
RAI14:ENSG00000039560	1639	1724	1217	1405	1647	1577	1538	2485
SOX30:ENSG00000039600	13	10	7	10	10	12	14	30
PNKP:ENSG00000039650	366	312	189	294	373	294	241	468
BEST2:ENSG00000039987	0	1	2	1	3	1	2	3
PHLPP2:ENSG00000040199	915	922	677	904	1332	1170	1199	2026
SPDL1:ENSG00000040275	372	383	302	323	518	420	371	669
STAU2:ENSG00000040341	387	401	281	342	379	330	329	448
SLC66A1:ENSG00000040487	347	338	349	423	684	558	590	1007
CTNS:ENSG00000040531	410	397	280	415	484	456	449	741
RTN4R:ENSG00000040608	50	44	43	50	49	61	59	102
PHF23:ENSG00000040633	715	727	364	465	569	536	528	871
CDH10:ENSG00000040731	0	1	0	0	0	0	0	0
INPP4A:ENSG00000040933	297	288	203	270	226	215	153	251
RAB27B:ENSG00000041353	223	217	53	71	83	70	56	98
PSMA4:ENSG00000041357	1397	1355	1190	1358	1573	1381	1442	2303
MYO16:ENSG00000041515	17	12	16	17	16	18	13	23
LSG1:ENSG00000041802	2917	2927	2109	2679	3968	3464	3384	6017
PARP3:ENSG00000041880	256	271	142	201	213	169	159	241
TNC:ENSG00000041982	6579	7687	5132	7851	9885	8730	6513	10880
THAP3:ENSG00000041988	180	200	123	138	202	162	189	324
RIPOR3:ENSG00000042062	28	33	9	14	3	6	5	6
TDP1:ENSG00000042088	200	164	122	141	126	133	120	190
AIFM2:ENSG00000042286	196	219	202	253	229	188	226	358
C2orf83:ENSG00000042304	0	0	0	0	0	0	0	0
SPATA7:ENSG00000042317	104	93	35	47	71	59	46	49
MED17:ENSG00000042429	536	514	553	696	900	754	809	1366
RETSAT:ENSG00000042445	1283	1351	820	1160	1368	1175	1079	2019
CAPG:ENSG00000042493	153	149	114	135	114	103	84	133
AP2S1:ENSG00000042753	396	351	322	434	352	302	342	454
USH2A:ENSG00000042781	0	0	0	0	0	0	0	0
ZPBP:ENSG00000042813	0	0	0	0	0	0	0	0
TG:ENSG00000042832	14	14	11	16	65	38	49	69
ADAM28:ENSG00000042980	4	6	4	7	5	3	0	2
BARX2:ENSG00000043039	9	7	22	21	39	33	30	46
DCUN1D1:ENSG00000043093	1292	1277	1179	1537	1762	1511	1645	2727
JADE2:ENSG00000043143	1482	1442	834	1116	1153	900	764	1291
ZIC2:ENSG00000043355	5	1	5	7	6	6	1	5
LCP2:ENSG00000043462	0	1	0	0	0	0	0	1
TRIT1:ENSG00000043514	640	624	431	566	719	616	657	1260
ADRB1:ENSG00000043591	1	0	0	0	1	2	0	1
GUCA2B:ENSG00000044012	0	0	0	0	0	0	0	0
CUL7:ENSG00000044090	194	194	136	192	183	182	131	236
CTNNA1:ENSG00000044115	8443	8214	8368	10855	12687	10871	11053	18124
PHKA2:ENSG00000044446	395	362	271	345	389	341	267	492
CNTLN:ENSG00000044459	34	40	33	37	28	28	25	30
EPHA3:ENSG00000044524	0	0	0	0	0	0	0	0
HSPA5:ENSG00000044574	19397	19853	21455	27937	29583	26098	24893	43317
DSG2:ENSG00000046604	9997	10645	6791	8621	10635	9392	7768	12827
GEMIN8:ENSG00000046647	87	86	73	77	120	107	121	247
OFD1:ENSG00000046651	520	501	503	581	926	736	634	1135
GPM6B:ENSG00000046653	1	1	1	2	1	2	0	2
MAGEC2:ENSG00000046774	0	0	0	0	0	0	0	0
PREX2:ENSG00000046889	0	1	0	0	0	0	0	0
WDR37:ENSG00000047056	426	396	339	420	546	506	596	1034
YTHDC2:ENSG00000047188	1106	1003	828	1007	1446	1274	1276	2313
CTPS2:ENSG00000047230	73	68	56	60	64	49	43	64
ATP6V1H:ENSG00000047249	2529	2515	2074	2628	3200	2739	3003	4991
POLR2B:ENSG00000047315	2097	1996	1712	2230	2828	2495	2569	4305
FAM214A:ENSG00000047346	3396	3250	2428	2941	4181	3722	3533	5796
ARAP2:ENSG00000047365	364	355	517	679	1273	1094	855	1242
TPR:ENSG00000047410	2489	2448	2064	2389	3610	3148	2992	5011
CP:ENSG00000047457	1	1	0	0	1	0	0	1
KIAA0556:ENSG00000047578	1256	1367	930	1323	1626	1535	1260	2102
DTNBP1:ENSG00000047579	59	53	31	46	44	32	41	54
XK:ENSG00000047597	7	7	6	6	11	12	6	13
ANO2:ENSG00000047617	0	0	0	0	0	0	0	0
C12orf4:ENSG00000047621	670	672	497	584	984	877	825	1533
SCML1:ENSG00000047634	234	234	230	249	376	354	327	555
WWC3:ENSG00000047644	494	540	373	520	577	497	500	779
ARHGAP6:ENSG00000047648	0	0	0	0	0	0	0	0
FAM184B:ENSG00000047662	0	1	0	0	0	0	0	2
MAP4:ENSG00000047849	2888	3039	2331	3029	2828	2598	2075	3430
GOPC:ENSG00000047932	1064	1057	826	971	1183	1098	1226	2174
ROS1:ENSG00000047936	0	0	0	0	0	0	0	1
USP28:ENSG00000048028	208	249	183	267	234	221	187	305
HDAC9:ENSG00000048052	4531	4608	4206	5745	9255	7879	8052	13496
TSPAN17:ENSG00000048140	493	521	450	528	828	675	675	1191
NOP16:ENSG00000048162	362	364	295	365	558	487	522	970
CC2D2A:ENSG00000048342	39	42	33	37	48	42	50	78
RRM2B:ENSG00000048392	811	701	782	995	1219	1068	976	1660
ZNF800:ENSG00000048405	496	504	589	724	978	803	614	1039
TNFRSF17:ENSG00000048462	0	0	0	0	1	0	0	0
SNX29:ENSG00000048471	902	881	570	809	1251	1062	1155	1876
LMO3:ENSG00000048540	1	0	0	0	0	0	0	0
MRPS10:ENSG00000048544	1055	961	931	1136	1326	1122	1217	2060
GUCA1A:ENSG00000048545	0	0	0	0	0	0	0	0
RSF1:ENSG00000048649	3275	3379	2501	3253	4175	3884	3600	5698
VPS13D:ENSG00000048707	1484	1585	1131	1555	1580	1408	1394	2241
CELF2:ENSG00000048740	1	1	1	0	3	2	7	4
FAM120A:ENSG00000048828	3588	3936	2727	3706	4009	3574	3567	5861
R3HDM1:ENSG00000048991	1258	1142	812	1056	1172	1036	998	1677
COL9A2:ENSG00000049089	1	0	3	2	2	4	2	1
KITLG:ENSG00000049130	540	536	566	700	836	716	629	1079
ERCC8:ENSG00000049167	96	75	66	74	94	90	132	217
ADAMTS6:ENSG00000049192	44	39	21	36	86	66	66	84
H6PD:ENSG00000049239	355	431	303	393	446	372	317	602
VAMP3:ENSG00000049245	1186	1163	1133	1388	1520	1298	1466	2355
PER3:ENSG00000049246	1845	1559	1231	1485	1967	1611	2290	3963
UTS2:ENSG00000049247	0	0	0	1	1	0	0	2
TNFRSF9:ENSG00000049249	127	131	98	95	140	132	77	141
EPN3:ENSG00000049283	75	66	31	42	21	23	8	31
LTBP1:ENSG00000049323	2791	3039	1916	2784	3492	3188	2649	4525
RCN1:ENSG00000049449	1777	1752	1353	1670	1724	1528	1227	2319
ELN:ENSG00000049540	0	0	0	0	0	0	0	0
RFC2:ENSG00000049541	464	418	340	464	349	304	265	483
ARID1B:ENSG00000049618	836	883	670	844	644	528	652	973
CLPTM1L:ENSG00000049656	4000	4271	3589	4487	5220	4539	5017	8303
NEDD4L:ENSG00000049759	8182	7702	8371	11672	17303	14559	14925	25461
FOXP3:ENSG00000049768	1	7	0	0	2	6	3	3
PPP1R3F:ENSG00000049769	40	42	38	56	92	63	87	136
HEXB:ENSG00000049860	450	429	557	653	941	859	875	1630
PTCD2:ENSG00000049883	199	218	117	146	205	153	158	271
NEXMIF:ENSG00000050030	0	0	0	0	0	0	0	0
JKAMP:ENSG00000050130	1455	1477	984	1286	1171	1018	939	1674
DKK3:ENSG00000050165	2	1	0	2	1	4	1	10
ARHGEF5:ENSG00000050327	55	52	37	70	35	45	20	40
NFE2L3:ENSG00000050344	444	469	164	205	218	213	137	261
MCUR1:ENSG00000050393	508	448	399	544	610	489	608	1017
LIMA1:ENSG00000050405	4085	3811	4598	5937	6471	5486	4682	8042
LETMD1:ENSG00000050426	512	577	416	521	621	538	529	913
SLC4A8:ENSG00000050438	12	26	12	23	18	25	20	32
LAMC3:ENSG00000050555	0	0	0	0	0	0	0	2
PTGER3:ENSG00000050628	4	1	9	6	24	15	22	35
TNIP3:ENSG00000050730	0	1	0	0	0	0	0	0
MAPK9:ENSG00000050748	336	346	275	314	332	278	258	450
COL23A1:ENSG00000050767	0	0	0	0	0	0	0	0
BCAR1:ENSG00000050820	3040	3303	2427	3212	4003	3560	3031	5077
FAM160A2:ENSG00000051009	529	519	412	537	669	544	458	854
HERPUD1:ENSG00000051108	4897	4515	5215	6702	5565	4831	6447	11269
HOMER3:ENSG00000051128	130	135	116	109	123	160	130	192
RAD51:ENSG00000051180	68	68	65	85	50	32	20	39
POLQ:ENSG00000051341	219	230	197	235	174	160	74	140
PIK3CB:ENSG00000051382	924	913	623	758	711	645	669	1090
CYBA:ENSG00000051523	2	3	1	3	4	1	2	5
THOC3:ENSG00000051596	483	477	329	514	452	450	363	768
HEBP2:ENSG00000051620	490	510	371	540	461	438	405	692
MPHOSPH9:ENSG00000051825	533	502	328	421	490	373	329	646
PLEKHA5:ENSG00000052126	985	933	687	833	902	734	851	1465
PRSS8:ENSG00000052344	1899	2151	1252	1778	1892	1725	1582	2641
SIKE1:ENSG00000052723	563	547	457	559	702	618	510	792
RRP12:ENSG00000052749	2554	2809	1964	2976	4687	3859	4370	8184
FNIP2:ENSG00000052795	471	504	302	427	638	523	591	1047
MSMO1:ENSG00000052802	1104	1081	1161	1474	1706	1593	1404	2119
TTC17:ENSG00000052841	916	938	708	886	1069	889	869	1642
ALX4:ENSG00000052850	1	0	1	0	0	0	0	0
FSTL4:ENSG00000053108	0	1	0	0	0	0	0	2
FOXN3:ENSG00000053254	44	44	15	21	19	16	16	18
METTL24:ENSG00000053328	0	0	0	0	0	0	0	0
AKR7A2:ENSG00000053371	266	302	222	324	302	289	245	426
MRTO4:ENSG00000053372	1025	1144	926	1186	1608	1344	1720	3090
NNAT:ENSG00000053438	0	0	0	0	0	0	0	0
USE1:ENSG00000053501	42	36	52	47	66	56	54	108
MCF2L2:ENSG00000053524	10	5	8	12	14	19	13	17
NRIP2:ENSG00000053702	0	0	0	0	1	0	0	0
LAMA3:ENSG00000053747	17737	18462	13249	18446	25654	22015	22016	35247
AP5M1:ENSG00000053770	448	435	330	424	502	451	430	746
ANAPC4:ENSG00000053900	128	154	97	124	147	123	98	187
KCNQ1:ENSG00000053918	0	0	0	3	0	0	0	0
TRAPPC3:ENSG00000054116	721	695	548	650	655	611	748	1232
THRAP3:ENSG00000054118	3268	3134	2732	3800	4676	3685	3838	6872
PHPT1:ENSG00000054148	333	338	252	277	321	240	246	427
ENTPD2:ENSG00000054179	9	11	7	11	7	4	5	8
LY75:ENSG00000054219	0	0	0	0	0	0	0	4
ARID4B:ENSG00000054267	1815	1654	1757	2113	3140	2666	2567	4175
OPN3:ENSG00000054277	50	40	27	40	29	38	32	47
SDCCAG8:ENSG00000054282	283	310	211	250	324	280	281	530
PTPRN:ENSG00000054356	0	0	0	0	0	0	0	0
HHAT:ENSG00000054392	30	30	29	36	22	27	13	28
KIF1B:ENSG00000054523	1550	1607	1296	1789	2085	1741	1599	2652
FOXC1:ENSG00000054598	249	260	183	270	251	250	225	415
TBC1D22A:ENSG00000054611	221	233	215	253	203	176	185	351
SYNE2:ENSG00000054654	2088	2121	1700	2065	2154	1849	1025	1741
PLEKHH1:ENSG00000054690	73	63	84	102	146	139	74	154
ATP9A:ENSG00000054793	690	744	505	716	635	564	447	717
SPO11:ENSG00000054796	0	0	0	0	0	0	0	0
CBLN4:ENSG00000054803	0	0	0	0	0	0	0	0
CHRDL2:ENSG00000054938	0	1	0	0	1	0	0	0
FAM168A:ENSG00000054965	236	255	142	200	134	127	86	142
RELT:ENSG00000054967	194	197	369	471	679	531	429	776
GALC:ENSG00000054983	109	117	61	90	101	86	75	121
NOP58:ENSG00000055044	1131	1058	1203	1314	1876	1508	1647	3005
SZRD1:ENSG00000055070	2478	2512	2313	3252	3906	3410	4047	6860
KCNH2:ENSG00000055118	118	99	98	156	133	113	121	192
CUL1:ENSG00000055130	1290	1313	1108	1460	1933	1691	2022	3471
FAM114A2:ENSG00000055147	234	243	229	250	349	345	378	681
CYFIP2:ENSG00000055163	4	9	8	7	13	6	4	16
TAB2:ENSG00000055208	1039	954	647	816	1021	927	937	1357
GINM1:ENSG00000055211	339	340	312	335	377	333	351	579
EIF2AK2:ENSG00000055332	1261	1148	849	1015	1103	931	812	1314
USP36:ENSG00000055483	4175	4100	3767	5417	7511	6139	6747	11972
KMT2C:ENSG00000055609	3785	3859	2719	3775	5020	4831	5044	7407
MCOLN3:ENSG00000055732	318	331	372	371	816	639	663	1179
CCDC85A:ENSG00000055813	0	0	0	0	2	0	0	0
PUM2:ENSG00000055917	4254	4211	3846	4920	6261	5403	5972	9844
MRPL43:ENSG00000055950	408	349	337	449	460	390	413	720
ITIH4:ENSG00000055955	17	7	1	5	5	6	8	9
ITIH1:ENSG00000055957	0	0	0	0	1	0	0	0
HPF1:ENSG00000056050	103	94	85	98	85	75	74	122
ZFR:ENSG00000056097	2714	2596	1835	2371	2948	2544	2610	4332
ZNF280C:ENSG00000056277	333	340	507	616	803	580	614	1097
NPFFR2:ENSG00000056291	0	0	0	0	1	1	1	0
PHF21B:ENSG00000056487	4	6	3	2	2	4	1	3
TRAF1:ENSG00000056558	449	429	201	301	399	316	198	347
RC3H2:ENSG00000056586	3267	3144	2743	3443	4714	4103	4044	6904
IL17RB:ENSG00000056736	13	10	4	7	9	9	7	8
TRAF3IP2:ENSG00000056972	503	515	304	390	554	441	543	872
GYG2:ENSG00000056998	0	0	0	0	0	0	0	0
DCBLD2:ENSG00000057019	2521	2769	2761	3725	6646	5915	5497	9754
SERPINB3:ENSG00000057149	0	0	0	0	0	0	0	0
SOAT1:ENSG00000057252	371	366	342	424	576	502	468	943
PKP2:ENSG00000057294	941	1028	1156	1382	1409	1268	1269	2147
MSH4:ENSG00000057468	12	10	1	7	10	14	5	14
F7:ENSG00000057593	0	0	0	0	0	0	0	0
GDI2:ENSG00000057608	1953	2024	1935	2239	2588	2280	2394	4004
PRDM1:ENSG00000057657	59	56	51	93	169	150	48	93
ATG5:ENSG00000057663	388	370	347	494	557	487	482	862
TMCC3:ENSG00000057704	2957	3015	2804	3887	6747	5750	4916	8694
PITHD1:ENSG00000057757	2868	2756	2776	3656	4790	4186	4966	8890
MTA3:ENSG00000057935	160	162	81	83	77	70	72	114
USP13:ENSG00000058056	269	254	146	213	192	143	124	218
ATP11B:ENSG00000058063	2453	2295	2159	2686	3852	3355	2912	4976
LAMC2:ENSG00000058085	11456	13125	7422	10845	16385	14574	12635	20938
CDK14:ENSG00000058091	46	21	16	49	34	29	29	46
SEC61A1:ENSG00000058262	4952	5396	4497	5850	7051	6262	5296	9169
PPP1R12A:ENSG00000058272	1948	1921	1648	2033	2663	2371	2354	3950
RASGRF1:ENSG00000058335	3	3	12	14	13	7	6	10
CAMK2B:ENSG00000058404	0	0	0	1	0	1	0	1
CROCC:ENSG00000058453	160	144	103	82	157	141	110	196
POLR3E:ENSG00000058600	345	309	239	326	494	451	389	760
ATP2B4:ENSG00000058668	1200	1296	626	1005	1196	996	732	1212
ZC3H11A:ENSG00000058673	4825	4738	3760	4845	7107	6127	5931	10123
RIOK2:ENSG00000058729	1048	996	863	1030	1449	1289	1394	2484
YIPF1:ENSG00000058799	223	214	201	208	253	230	234	316
NDC1:ENSG00000058804	283	280	193	242	304	295	304	486
DGKG:ENSG00000058866	167	162	106	137	118	119	112	186
FLYWCH1:ENSG00000059122	310	380	182	275	265	255	210	378
UNKL:ENSG00000059145	218	226	109	123	128	145	93	153
TBXAS1:ENSG00000059377	8	7	4	8	6	12	5	10
PARP12:ENSG00000059378	513	503	244	303	289	239	219	396
ALDH18A1:ENSG00000059573	835	920	727	986	1229	971	1088	1830
TARBP1:ENSG00000059588	169	161	110	106	136	111	106	214
GATB:ENSG00000059691	152	168	98	142	175	127	109	218
MXD1:ENSG00000059728	1616	1600	1959	2569	3130	2547	2547	4692
CDK17:ENSG00000059758	1731	1819	1485	1881	2973	2672	2179	3770
DNAJC25:ENSG00000059769	380	373	350	429	626	526	606	1124
SLC2A3:ENSG00000059804	0	8	2	3	5	2	2	3
PSD:ENSG00000059915	17	9	10	10	9	10	17	18
CTDP1:ENSG00000060069	1733	1774	1267	1633	2220	1945	1843	3538
YBX3:ENSG00000060138	3292	3080	2593	3152	4579	4027	3567	6723
STYK1:ENSG00000060140	136	135	144	143	190	155	142	263
WNK1:ENSG00000060237	4300	4213	3771	5218	6547	5622	5730	9134
RPS17P5:ENSG00000060303	0	0	0	0	0	0	0	0
CCAR1:ENSG00000060339	3026	2838	2391	2933	3777	3268	3353	5725
OGFR:ENSG00000060491	767	758	519	666	823	713	632	1080
GNA15:ENSG00000060558	12	12	5	7	7	3	5	6
CREB3L3:ENSG00000060566	2	0	0	0	0	0	0	1
PIGV:ENSG00000060642	345	390	215	294	299	304	233	388
PTPRU:ENSG00000060656	869	976	623	810	1052	826	751	1404
SNRNP40:ENSG00000060688	760	658	648	926	1134	962	1258	2143
RIMBP2:ENSG00000060709	14	14	5	8	7	4	2	6
COL11A1:ENSG00000060718	0	0	0	1	0	0	0	0
QSER1:ENSG00000060749	625	645	423	525	727	684	588	872
MPC1:ENSG00000060762	358	308	276	353	379	326	315	486
ACAA1:ENSG00000060971	447	458	344	463	516	478	454	774
BCAT1:ENSG00000060982	24	15	16	19	18	15	13	19
HDAC7:ENSG00000061273	718	754	366	467	462	392	354	638
LZTS1:ENSG00000061337	1	0	0	0	0	0	0	0
PRDM6:ENSG00000061455	1	0	1	0	6	1	3	3
WNT8A:ENSG00000061492	0	0	0	0	0	0	0	0
SPAG4:ENSG00000061656	82	65	44	57	67	59	32	71
NCKAP1:ENSG00000061676	2667	2762	2168	2557	3231	2792	2974	4970
